# ra                 dec                 x                  y                  raPlusErr             decPlusErr            raMinusErr            decMinusErr           xPlusErr            yPlusErr            xMinusErr           yMinusErr           flux               fluxPlusErr        fluxMinusErr       background             bgPlusErr             bgMinusErr            quality           
  30.073654348090397 -24.8389847180811   133.0765960624454  190.78736552333808 1.3726065610697447E-4 1.2456284966688713E-4 1.3726065610342175E-4 1.2456285027440117E-4 0.07473780512409446 0.07473780512409446 0.07473780512409446 0.07473780512409446 157.86201077480638 6.554588998770855  6.554588998770855  -0.004929628400454369  0.0028056396810870647 0.0028056396810870647 24.084196706217483
  30.09975631265574  -25.03019310602331  118.88608369855521 76.06083994281217  2.0056035617699308E-4 1.8172429471974283E-4 2.0056035681292883E-4 1.8172429218310526E-4 0.10903511928886685 0.10903511928886685 0.10903511928886685 0.10903511928886685 118.44861459348944 7.1750326787804    7.1750326787804    0.002269226764574427   0.003109589371874706  0.003109589371874706  16.508442525117967
  29.994278859927867 -25.10960349371549  176.20131962347014 28.402830145845492 3.348254750434876E-4  3.0318197661571844E-4 3.348254696220465E-4  3.0318196506584627E-4 0.18191170859339253 0.18191170859339253 0.18191170859339253 0.18191170859339253 72.90230100338104  7.3676567421763846 7.3676567421763846 -0.004903411142307152  0.0032503285380525992 0.0032503285380525992 9.894910085325977 
  29.917949189953013 -24.846186405000765 217.8525534464959  186.41785905955516 3.524608025315956E-4  3.198375057245073E-4  3.524607907294808E-4  3.19837509277221E-4   0.19190340730012845 0.19190340730012845 0.19190340730012845 0.19190340730012845 57.15728761453047  6.09371013625779   6.09371013625779   0.0031758288842839142  0.0028322751118393347 0.0028322751118393347 9.379718814395616 
  29.87635096088205  -24.751886073938955 240.58354338218115 242.96913600302273 3.6371508637600414E-4 3.3030080494711456E-4 3.6371507046339957E-4 3.3030081502261055E-4 0.1981830528160607  0.1981830528160607  0.1981830528160607  0.1981830528160607  95.20240340984063  10.481946079551186 10.481946079551186 -0.0013197765479040391 0.004660513068536313  0.004660513068536313  9.082512225050197 
  29.86689488220208  -24.85398468107851  245.6428623231053  181.70189584748127 3.918711972694666E-4  3.5557858110735197E-4 3.918711779107298E-4  3.5557858491941374E-4 0.2133487010170275  0.2133487010170275  0.2133487010170275  0.2133487010170275  73.0101287467556   8.653675627338535  8.653675627338535  0.01476266821411932    0.0033015522671312088 0.0033015522671312088 8.436892239882823 
  30.125609065145266 -24.969960904714295 104.81740835451241 112.19623992061341 4.03657912787736E-4   3.659275810363738E-4  4.036579179356181E-4  3.659275756149327E-4  0.21955693103322696 0.21955693103322696 0.21955693103322696 0.21955693103322696 48.22367293383762  5.882134240280888  5.882134240280888  0.003128620352414414   0.0027861373573291014 0.0027861373573291014 8.198329205682121 
  30.134118491058473 -24.918641885099795 100.17532474534987 142.9857682487776  4.2311481903922754E-4 3.8372594693214523E-4 4.231148256188533E-4  3.837259455998776E-4  0.23023571117262195 0.23023571117262195 0.23023571117262195 0.23023571117262195 46.336018099477975 5.9267811555794045 5.9267811555794045 -0.0075949368351324    0.002561387238232612  0.002561387238232612  7.818074749707566 
  30.15395561846865  -24.90260936573425  89.37538761547584  152.59971055693782 4.234244514336183E-4  3.8405680778197393E-4 4.234244601946102E-4  3.840568078778972E-4  0.23043431029885722 0.23043431029885722 0.23043431029885722 0.23043431029885722 42.35528707942546  5.422284092033031  5.422284092033031  0.008007378348211878   0.0025195207474687617 0.0025195207474687617 7.811336765194235 
  29.979793064105085 -25.046324990083026 184.09772686493676 66.3652634071002   4.8055436091587467E-4 4.3536494668572345E-4 4.805543476784635E-4  4.353649302046847E-4  0.26122093487085757 0.26122093487085757 0.26122093487085757 0.26122093487085757 47.05293068040243  6.828450300417133  6.828450300417133  0.005324796283823861   0.002910296251157537  0.002910296251157537  6.8907187737059585
  30.241347780828065 -24.95948626556931  41.857124494083315 118.43017439912803 4.8112906550557E-4    4.361960270351517E-4  4.8112908912401053E-4 4.361960205407911E-4  0.26171898209099226 0.26171898209099226 0.26171898209099226 0.26171898209099226 44.28150812875503  6.438506240507824  6.438506240507824  -0.0014299448631870293 0.0024019109155625712 0.0024019109155625712 6.877605841267681 
  29.919488893170776 -24.854640789733374 217.00848367081358 181.3461653368788  4.850500919140188E-4  4.4012446153018914E-4 4.8505006979127074E-4 4.401244672926907E-4  0.2640758293873067  0.2640758293873067  0.2640758293873067  0.2640758293873067  40.44363976971106  5.933437619794471  5.933437619794471  0.0016261816248126697  0.0027254698880740847 0.0027254698880740847 6.816223976938345 
  30.272621137904782 -25.077158487438297 24.948584751060096 47.803308157018094 4.959069325707333E-4  4.4916185897392324E-4 4.959069623495793E-4  4.4916183762921946E-4 0.26950120367822195 0.26950120367822195 0.26950120367822195 0.26950120367822195 115.4523165751534  17.28585460247178  17.28585460247178  0.010899494132612013   0.006038009583338981  0.006038009583338981  6.679005419763532 
  30.1151671998479   -24.75691011682263  110.45805997296142 240.0288940953073  5.061037625466724E-4  4.595877049027308E-4  5.061037690126113E-4  4.59587723785404E-4   0.2757545087428386  0.2757545087428386  0.2757545087428386  0.2757545087428386  65.27673499151933  10.000196661070264 10.000196661070264 -0.009416587216198626  0.003512697315745928  0.003512697315745928  6.527545127750831 
  29.92980763835173  -24.83554184129956  211.4027848182999  192.81171647445464 5.064341416343154E-4  4.595985033439831E-4  5.064341191349797E-4  4.5959851208365876E-4 0.2757603648408932  0.2757603648408932  0.2757603648408932  0.2757603648408932  41.12586701883111  6.300491163062885  6.300491163062885  4.94973522928127E-4    0.003095115963134455  0.003095115963134455  6.52740650759653  
  30.218431135049226 -24.801122240570812 54.22202006018554  213.46319215022692 5.068182164329471E-4  4.6007447294371673E-4 5.06818239067286E-4   4.6007448614204804E-4 0.2760464508739417  0.2760464508739417  0.2760464508739417  0.2760464508739417  40.99065521978686  6.286291606901021  6.286291606901021  0.0030205600492314846  0.0029969293321304986 0.0029969293321304986 6.520641704687669 
  29.99426583069916  -25.126069114991743 176.20262388981342 18.523308941377802 5.147661687701088E-4  4.6605364471474786E-4 5.147661559270489E-4  4.6605361525919875E-4 0.27963666208979804 0.27963666208979804 0.27963666208979804 0.27963666208979804 63.79171622232232  9.91027921855189   9.91027921855189   -0.006394858584114052  0.0042120788112861825 0.0042120788112861825 6.436924209249847 
  29.97085447663217  -24.950913285981716 188.9998960583525  123.60898068233084 5.145342950036991E-4  4.6651301921585286E-4 5.145342784054208E-4  4.665130129382078E-4  0.279908452045427   0.279908452045427   0.279908452045427   0.279908452045427   41.06063040878831  6.385120832075348  6.385120832075348  0.004386732371236288   0.0027736721758161113 0.0027736721758161113 6.430673982318738 
  30.091233456359852 -24.870211238737284 123.5072523260129  172.0508314380885  5.258291962775274E-4  4.770652014336463E-4  5.258291992014108E-4  4.770652060663849E-4  0.286239232894811   0.286239232894811   0.286239232894811   0.286239232894811   37.191027458334695 5.914183983469837  5.914183983469837  -0.009151967859625656  0.002621222481198459  0.002621222481198459  6.288446142744922 
  30.26130239491565  -24.847282661469208 30.90967847764352  185.7383986685786  5.35216548964712E-4   4.85674016360349E-4   5.352165816994159E-4  4.8567402444632535E-4 0.2914062545749683  0.2914062545749683  0.2914062545749683  0.2914062545749683  58.27732218687457  9.434653436188455  9.434653436188455  -0.0023384995278107118 0.0033423541273595292 0.0033423541273595292 6.176943602754981 
  30.039397337591037 -24.935010373532872 151.71481922333587 133.16958556384935 5.412283921018002E-4  4.907786373316014E-4  5.412283859662637E-4  4.907786327201791E-4  0.2944673224164424  0.2944673224164424  0.2944673224164424  0.2944673224164424  35.5908360262221   5.8224101040035405 5.8224101040035405 -0.003643795940105614  0.002549748084409119  0.002549748084409119  6.1127325953473335
  30.22872763870218  -24.78510233440151  48.60292824220671  223.06904455919434 5.424602401156164E-4  4.924927674885282E-4  5.424602678871793E-4  4.924927850034067E-4  0.2954980106928253  0.2954980106928253  0.2954980106928253  0.2954980106928253  46.33431769507197  7.60649928094771   7.60649928094771   -1.605204582183387E-4  0.003500652895791359  0.003500652895791359  6.091411565781293 
  30.11530313231435  -25.01953358290812  110.43206616275252 82.45447803712277  5.451253292321212E-4  4.939718676091331E-4  5.451253367496633E-4  4.939718503713664E-4  0.2963844060102756  0.2963844060102756  0.2963844060102756  0.2963844060102756  40.75451426191688  6.710556945421088  6.710556945421088  -0.004953464011032399  0.002790217136982715  0.002790217136982715  6.07319401256635  
  30.210051936421    -24.840725624679795 58.809670703657716 189.70576047302728 5.535588047642648E-4  5.02343921489512E-4   5.53558830198142E-4   5.023439311422351E-4  0.30140757141278335 0.30140757141278335 0.30140757141278335 0.30140757141278335 34.4047615524955   5.761030902542025  5.761030902542025  -0.006520484129988455  0.0027099133425080063 0.0027099133425080063 5.971980038731362 
  30.183721042993856 -24.95652437024418  73.20270174706044  120.2393457110949  5.608528808949131E-4  5.084856077530731E-4  5.60852901966058E-4   5.084855994219595E-4  0.3050921836829915  0.3050921836829915  0.3050921836829915  0.3050921836829915  38.61324187206317  6.544776823238685  6.544776823238685  0.003646483082015968   0.00334557370845574   0.00334557370845574   5.899856162391706 
  30.09128606645135  -24.93519116579849  123.48362550723307 133.0628661684125  5.639456628330208E-4  5.113775505876106E-4  5.63945666218757E-4   5.113775455498626E-4  0.3068266362480245  0.3068266362480245  0.3068266362480245  0.3068266362480245  40.244151328963106 6.859987544958157  6.859987544958157  0.010034647295493677   0.002794972868507028  0.002794972868507028  5.866505014071214 
  30.0967719477885   -24.90884790587156  120.49624591477694 148.8683804713084  5.643012658005375E-4  5.118094234681791E-4  5.643012702662986E-4  5.118094226226333E-4  0.30708568107273865 0.30708568107273865 0.30708568107273865 0.30708568107273865 35.40474735950291  6.040161642279652  6.040161642279652  0.0063849083029664236  0.002595436725411467  0.002595436725411467  5.861556272216021 
  30.089605718534905 -24.79081388767637  124.38778851025828 219.6894365774446  5.664711285895407E-4  5.142668328055322E-4  5.664711316910598E-4  5.142668509847681E-4  0.30856131319216623 0.30856131319216623 0.30856131319216623 0.30856131319216623 55.353370352734835 9.488838136475334  9.488838136475334  0.0038672748743243442  0.003922322771525599  0.003922322771525599  5.833524563977447 
  30.04145401170287  -24.893160340937893 150.60180847520184 158.27988440410994 5.76486741245219E-4   5.229278749929733E-4  5.76486734694015E-4   5.229278767302503E-4  0.31375678598555196 0.31375678598555196 0.31375678598555196 0.31375678598555196 35.11177016748235  6.1203089766749175 6.1203089766749175 -2.4173278560970629E-4 0.0026476345571077647 0.0026476345571077647 5.736927710887908 
  29.961701673793264 -25.09574476952207  193.90746094790697 36.705616473916436 5.902548899641147E-4  5.345328473111977E-4  5.902548661680385E-4  5.345328138623984E-4  0.3207239179663612  0.3207239179663612  0.3207239179663612  0.3207239179663612  43.23530682482588  7.703664999632602  7.703664999632602  -0.004376635731957146  0.0034444734110760057 0.0034444734110760057 5.612303601842477 
  29.884756393488903 -24.92350045612106  235.8604977570457  140.00639863832896 5.910527887564854E-4  5.360111298884362E-4  5.910527485326611E-4  5.360111263783551E-4  0.3216084660305497  0.3216084660305497  0.3216084660305497  0.3216084660305497  43.689713776893896 7.806101016168574  7.806101016168574  -0.006277625170898569  0.0035219815723083847 0.0035219815723083847 5.596867589389444 
  30.178417166111682 -25.01611869377932  76.11539098806102  84.48491471370365  6.035919936735468E-4  5.469680558114476E-4  6.035920168869779E-4  5.469680352909734E-4  0.3281826394502597  0.3281826394502597  0.3281826394502597  0.3281826394502597  50.567379740153264 9.219631196228002  9.219631196228002  0.011370912169189217   0.003738486717170673  0.003738486717170673  5.484750817455879 
